q_V165,time,blood.V165,blood.Mecm,blood.Mebm,blood.Mpbm,blood.R1,blood.R2,blood.N1,blood.N2,blood.Mecm_V165,blood.Mebm_V165,blood.Mpbm_V165,blood.R1_V165,blood.R2_V165,blood.N1_V165,blood.N2_V165,blood.R2_V165_N1,blood.R2_V165_N2,blood.R1_N1,blood.R1_N2,blood.Mebm_V165_R1,blood.Mebm_V165_R2,main.V165,main.Mecm,main.Mebm,main.Mpbm,main.R1,main.R2,main.N1,main.N2,main.Mecm_V165,main.Mebm_V165,main.Mpbm_V165,main.R1_V165,main.R2_V165,main.N1_V165,main.N2_V165,main.R2_V165_N1,main.R2_V165_N2,main.R1_N1,main.R1_N2,main.Mebm_V165_R1,main.Mebm_V165_R2,primary.V165,primary.Mecm,primary.Mebm,primary.Mpbm,primary.R1,primary.R2,primary.N1,primary.N2,primary.Mecm_V165,primary.Mebm_V165,primary.Mpbm_V165,primary.R1_V165,primary.R2_V165,primary.N1_V165,primary.N2_V165,primary.R2_V165_N1,primary.R2_V165_N2,primary.R1_N1,primary.R1_N2,primary.Mebm_V165_R1,primary.Mebm_V165_R2
0.027,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06989781720324e-17,2.14994679855252e-11,1.99994987294097e-12,1.99995051028143e-11,9.92062678276831e-16,4.10041183191848e-15,2.47865771402039e-13,2.48005635657743e-13,5.32014474993188e-16,4.70160762659541e-17,4.9489718604018e-16,1.84186495318386e-18,4.57595334290922e-19,1.23217200469874e-16,3.95292199395548e-17,2.08119804001763e-17,7.60826285342456e-18,2.53122751740308e-14,2.53245254557251e-14,1.58574331013735e-18,1.52523948126391e-18,1.62849388976629e-15,2.14991498576058e-11,1.99992080754665e-12,1.99992091698654e-11,1.41464402784276e-15,4.07234969471273e-15,2.47962664021326e-13,2.48179066606318e-13,8.50142394437656e-16,7.86568013200941e-17,7.9083013436059e-16,3.65455027686836e-18,8.44081045838686e-19,2.27368810284551e-16,7.29226310838301e-17,2.60954030652398e-17,9.55368290281086e-18,2.50920587771941e-14,2.51103948168622e-14,3.12437520979746e-19,2.23214539336763e-19
0.027,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25901023018992e-17,2.14994402450754e-11,1.99994725610766e-12,1.99994792977447e-11,9.83727769319871e-16,4.22859842754741e-15,2.57341205337519e-13,2.57502709372836e-13,5.59754924805252e-16,4.93758689189535e-17,5.20702255632797e-16,1.91104699311548e-18,4.84301112862721e-19,1.3421615397498e-16,4.306450644831e-17,2.36500850754446e-17,8.62251861603876e-18,2.63070730877732e-14,2.63214810816699e-14,1.67125194276244e-18,1.69677150173991e-18,1.72877771282186e-15,2.14990827569846e-11,1.99991455710818e-12,1.99991467506828e-11,1.40323205930189e-15,4.18719802163018e-15,2.5741018228744e-13,2.57665298720399e-13,9.17243015767208e-16,8.48495893794944e-17,8.5324931699273e-16,3.86385085140005e-18,9.11106937252377e-19,2.56814433071205e-16,8.23808582482968e-17,3.0672298849754e-17,1.11803120400905e-17,2.60867958515354e-14,2.61088458717341e-14,3.38536203268306e-19,2.54766274755833e-19
0.027,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42379647573099e-17,2.14994159424689e-11,1.99994496320112e-12,1.99994566906688e-11,9.77075218433717e-16,4.33220361788259e-15,2.65443686971874e-13,2.65626493274358e-13,5.8405753132966e-16,5.14390241151397e-17,5.43309331469453e-16,1.9719072098184e-18,5.07173808627499e-19,1.43982866502644e-16,4.62046812281807e-17,2.62304000833027e-17,9.54380646655404e-18,2.71577419726075e-14,2.71743123249248e-14,1.74660926342447e-18,1.85116551350722e-18,1.82228677549232e-15,2.14990201049838e-11,1.99990872103111e-12,1.99990884697519e-11,1.39413314869053e-15,4.27502119985609e-15,2.65483462982714e-13,2.65777918324643e-13,9.79895016567857e-16,9.06314640127668e-17,9.11530247970078e-16,4.06035429188084e-18,9.71956415151456e-19,2.84893295722007e-16,9.14030296691654e-17,3.50761090558543e-17,1.2742259612094e-17,2.69370250524814e-14,2.69629152839701e-14,3.63005537312928e-19,2.84499369207597e-19
0.027,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56722424202432e-17,2.14993946994301e-11,1.99994295874653e-12,1.99994369297024e-11,9.71703860545297e-16,4.4154135868196e-15,2.72371947563909e-13,2.72575457445267e-13,6.05300570229732e-16,5.32400880518654e-17,5.63070297888123e-16,2.02529843984116e-18,5.26643716363774e-19,1.52629460936257e-16,4.89854722486521e-17,2.85452227743399e-17,1.03696094886547e-17,2.78851998492995e-14,2.79039052542331e-14,1.81282837810675e-18,1.9883370557775e-18,1.909497050771e-15,2.14989616370621e-11,1.99990327469468e-12,1.99990340809874e-11,1.38679670409436e-15,4.34029538064495e-15,2.72381529422894e-13,2.72715456671299e-13,1.03836293831205e-15,9.60272252709299e-17,9.65919012383274e-16,4.24476451990872e-18,1.02690132712375e-18,3.11543240023622e-16,9.9968753725928e-17,3.9247343411015e-17,1.42192307273645e-17,2.76637551140331e-14,2.76935575111231e-14,3.85931059835149e-19,3.12149008969305e-19
0.027,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.69196743699871e-17,2.1499376163181e-11,1.99994120959515e-12,1.999941968668e-11,9.67326448412111e-16,4.48178850899918e-15,2.78296007857643e-13,2.78519421552963e-13,6.23836819322822e-16,5.48105940093078e-17,5.803133203003e-16,2.07204267173232e-18,5.43141384389463e-19,1.60273355819396e-16,5.14443821449532e-17,3.06016696940175e-17,1.11026176893996e-17,2.85073141152757e-14,2.8528101206578e-14,1.87088557156738e-18,2.10892528346183e-18,1.99086873671224e-15,2.14989070828074e-11,1.99989819292426e-12,1.99989833328435e-11,1.38082808552858e-15,4.38692208782178e-15,2.78274694965066e-13,2.7864780982676e-13,1.09291719301937e-15,1.0106208272431e-16,1.01666715629706e-15,4.41781807243692e-18,1.07633409611951e-18,3.36767621337239e-16,1.08078692383676e-16,4.31527888535428e-17,1.56000520978201e-17,2.82849222238092e-14,2.83186608737238e-14,4.07402569754842e-19,3.37590468954021e-19
0.027,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80041258308947e-17,2.14993600100009e-11,1.99993968528421e-12,1.9999404660466e-11,9.63731955507692e-16,4.53433423170132e-15,2.83361309736127e-13,2.83603680070548e-13,6.39989999349704e-16,5.61789947450822e-17,5.95339534278793e-16,2.11290907826583e-18,5.570728558626e-19,1.67027176902021e-16,5.3617435552506e-17,3.24154411780233e-17,1.17485465588418e-17,2.9039352575704e-14,2.90621474989918e-14,1.92169894443393e-18,2.21402211573537e-18,2.06684016935943e-15,2.1498856173763e-11,1.99989345072155e-12,1.99989359755928e-11,1.37593708810037e-15,4.41826694500506e-15,2.8330868126948e-13,2.83720353970744e-13,1.14382623746885e-15,1.05760963097039e-16,1.06402440694774e-15,4.58025229458279e-18,1.12070993087225e-18,3.60607592107383e-16,1.15745681476943e-16,4.67785558880835e-17,1.68802592341818e-17,2.88158477236804e-14,2.88535054953617e-14,4.27510997942193e-19,3.60804380592698e-19
0.027,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89467377135697e-17,2.14993459465872e-11,1.99993835818378e-12,1.99993915782208e-11,9.60761965299333e-16,4.57557316072361e-15,2.87692258296802e-13,2.87952537274325e-13,6.54053413001423e-16,5.7370730961096e-17,6.08421779536207e-16,2.14860310666661e-18,5.68807335110919e-19,1.72994253859511e-16,5.5537718860323e-17,3.40065939415587e-17,1.23146495777266e-17,2.94943651233093e-14,2.95190786154539e-14,1.96611611469993e-18,2.30496916437532e-18,2.13782403432451e-15,2.14988086490007e-11,1.99988902378523e-12,1.99988917665116e-11,1.37190565559357e-15,4.43720651605671e-15,2.8760815196674e-13,2.88057474055715e-13,1.19135099974801e-15,1.10148021763963e-16,1.10823348813766e-15,4.73278523542158e-18,1.16050577399479e-18,3.83124009821646e-16,1.22988928556996e-16,5.01242181676457e-17,1.80600598107124e-17,2.92696239766259e-14,2.9311149068509e-14,4.46346158409206e-19,3.81846876962399e-19
0.027,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97661258737317e-17,2.14993337098739e-11,1.99993720349304e-12,1.99993801952317e-11,9.58295357141122e-16,4.60761097916779e-15,2.9139525677943e-13,2.91672335010627e-13,6.66290126238891e-16,5.84083860353184e-17,6.19804768594317e-16,2.17976253328531e-18,5.78672630116334e-19,1.78267192309916e-16,5.7234909208431e-17,3.53968248359617e-17,1.28087569796339e-17,2.9883507929364e-14,2.99100398109545e-14,2.00490863146134e-18,2.3832123116362e-18,2.20420536748047e-15,2.14987642589192e-11,1.99988488886603e-12,1.99988504734126e-11,1.36856692614266e-15,4.44617897174592e-15,2.91279742684055e-13,2.91765587606902e-13,1.23574108121846e-15,1.14246313742208e-16,1.14952658717992e-15,4.87610331536535e-18,1.19619294903295e-18,4.04386239908865e-16,1.29830417531346e-16,5.31982365931066e-17,1.91427401995913e-17,2.96574412987133e-14,2.97027534551275e-14,4.63995152282228e-19,4.00825106457735e-19
0.027,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04786044916541e-17,2.14993230658237e-11,1.99993619913558e-12,1.99993702937896e-11,9.56238068841828e-16,4.63219740486226e-15,2.94561305915709e-13,2.9485404518573e-13,6.76934176468519e-16,5.93118909620604e-17,6.2970621066839e-16,2.20695785113274e-18,5.86955127760707e-19,1.8292799630101e-16,5.87353039389301e-17,3.66078077586641e-17,1.32386839921134e-17,3.02163194350309e-14,3.02445624802786e-14,2.03877110165294e-18,2.45020237276203e-18,2.26634089251794e-15,2.1498722767657e-11,1.99988102399258e-12,1.99988118768897e-11,1.3657912153201e-15,4.44723523546828e-15,2.94414658017124e-13,2.94935734869116e-13,1.27723234341368e-15,1.18077588260474e-16,1.18812311015222e-15,5.01085425855734e-18,1.22822013708146e-18,4.24465602169963e-16,1.36292800903632e-16,5.6014564679122e-17,2.01334809904353e-17,2.99888658182401e-14,3.00378620671278e-14,4.80541275011362e-19,4.17877920208926e-19
0.027,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10984160646934e-17,2.14993138075839e-11,1.9999353255916e-12,1.99993616814736e-11,9.54516069816142e-16,4.6507802712509e-15,2.97268229535833e-13,2.97575489056165e-13,6.86192416217269e-16,6.00987540006418e-17,6.3831852671374e-16,2.23069526250847e-18,5.93902204863435e-19,1.87048879274038e-16,6.00620736169714e-17,3.76602301732446e-17,1.36118863093562e-17,3.05009556516869e-14,3.05307988415071e-14,2.06832345763532e-18,2.50733094701722e-18,2.32455931974255e-15,2.14986839544448e-11,1.99987740859814e-12,1.99987757715759e-11,1.3634763885682e-15,4.44208827580091e-15,2.97090896574247e-13,2.97645796882525e-13,1.31604555568543e-15,1.21662177389688e-16,1.22422842389338e-15,5.13764361633704e-18,1.25700371883635e-18,4.43431791953891e-16,1.42398245965892e-16,5.85902241530734e-17,2.10385096636453e-17,3.02720760992511e-14,3.03246359266073e-14,4.96063316450752e-19,4.33161173234304e-19
0.027,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16379565669642e-17,2.14993057532951e-11,1.99993456569515e-12,1.99993541891119e-11,9.53070424099644e-16,4.66455288988199e-15,2.99582579708572e-13,2.99903236728578e-13,6.94246705000014e-16,6.07842975297783e-17,6.45810888372109e-16,2.25142113514271e-18,5.99725791491631e-19,1.90693308708077e-16,6.12355921417441e-17,3.85732795927305e-17,1.39352756908065e-17,3.07443909610208e-14,3.07757221527594e-14,2.09411518616479e-18,2.55589214115954e-18,2.37916230650451e-15,2.1498647614164e-11,1.99987402357331e-12,1.99987419666635e-11,1.36154109203561e-15,4.432159086565e-15,2.9937515683297e-13,2.99962394550716e-13,1.35238583648007e-15,1.25018954619865e-16,1.25803333626048e-15,5.25703372627776e-18,1.28292314735728e-18,4.61351121999817e-16,1.48167865521103e-16,6.09436276862086e-17,2.18645138206247e-17,3.05140649144579e-14,3.05700548377988e-14,5.10635165803488e-19,4.46836927972195e-19
0.027,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21079887151215e-17,2.14992987437545e-11,1.99993390441613e-12,1.9999347668609e-11,9.51853748856341e-16,4.67449503767772e-15,3.01561267237651e-13,3.01894232744351e-13,7.01256245600405e-16,6.13818905467961e-17,6.52331391256199e-16,2.26952717104008e-18,6.04606336135942e-19,1.93917063177302e-16,6.22737723996514e-17,3.93644123579524e-17,1.42151366768648e-17,3.09525895831173e-14,3.09852976474161e-14,2.11663066457666e-18,2.59706266681414e-18,2.43042584743504e-15,2.14986135573289e-11,1.99987085126458e-12,1.99987102858866e-11,1.35991989292956e-15,4.41861856372757e-15,3.0132446921788e-13,3.01942514326719e-13,1.38644267167343e-15,1.28165343967242e-16,1.28971411318455e-15,5.36954429355205e-18,1.30631962800624e-18,4.78285826558158e-16,1.53621490130384e-16,6.3093454031563e-17,2.26182477027584e-17,3.0720811453486e-14,3.07800889909554e-14,5.24325648918294e-19,4.59065829449483e-19
0.027,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25178393625152e-17,2.14992926400744e-11,1.99993332864091e-12,1.99993419907671e-11,9.50827626170437e-16,4.68140810833606e-15,3.03252956879424e-13,3.03597187111106e-13,7.07359925655987e-16,6.1903169570832e-17,6.58009233168365e-16,2.28535580142627e-18,6.08696754406576e-19,1.96769206621345e-16,6.31923764591113e-17,4.00492952848589e-17,1.44571055886962e-17,3.11306520614333e-14,3.11646285456553e-14,2.13629500499815e-18,2.63189452744959e-18,2.47860191972229e-15,2.14985816096628e-11,1.99986787543525e-12,1.99986805671275e-11,1.3585597248889e-15,4.40242496284319e-15,3.02987593445012e-13,3.03634899696122e-13,1.41839033771682e-15,1.31117364258862e-16,1.31943287229468e-15,5.47565401748553e-18,1.32749688552153e-18,4.94293949926593e-16,1.58777628602659e-16,6.50579205256986e-17,2.33062781541882e-17,3.08974283882916e-14,3.09598454441973e-14,5.37198537993376e-19,4.70001975403235e-19
0.027,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28755791550652e-17,2.14992873214261e-11,1.99993282696025e-12,1.99993370431872e-11,9.49960679525526e-16,4.68594504646261e-15,3.04699261069859e-13,3.05053765530513e-13,7.12678573987049e-16,6.23582437796536e-17,6.62956813011214e-16,2.29920550077204e-18,6.12126142584435e-19,1.99292948521151e-16,6.40052899209446e-17,4.064184990052e-17,1.46661866743251e-17,3.12829404430356e-14,3.13180808237087e-14,2.15348000026009e-18,2.66131597820007e-18,2.52392025490944e-15,2.14985516114052e-11,1.99986508120095e-12,1.99986526617715e-11,1.35741724375337e-15,4.38435693675646e-15,3.04406214677595e-13,3.0508124207236e-13,1.44838859533681e-15,1.33889696687851e-16,1.34733822822024e-15,5.57580285376002e-18,1.34672317942272e-18,5.09429529804036e-16,1.63653523725126e-16,6.68543357193693e-17,2.39348291173078e-17,3.10482875202663e-14,3.11136932239573e-14,5.49312684725772e-19,4.79789693205626e-19
0.027,1440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31881839858856e-17,2.14992826829235e-11,1.99993238947013e-12,1.99993327283011e-11,9.49227122442242e-16,4.68863569337876e-15,3.05935761142607e-13,3.06299607744627e-13,7.17317076562137e-16,6.27558823393454e-17,6.67271699127578e-16,2.3113358347405e-18,6.15003154235494e-19,2.01526388537593e-16,6.47247597199964e-17,4.11543545404918e-17,1.4846789288312e-17,3.14131852758881e-14,3.14493898616041e-14,2.16850990715482e-18,2.68613762685949e-18,2.56659014517414e-15,2.14985234164493e-11,1.99986245494946e-12,1.99986264339056e-11,1.35645683039676e-15,4.36504235061046e-15,3.05615967293733e-13,3.06317199928437e-13,1.47658355128978e-15,1.3649576659027e-16,1.37356609422301e-15,5.67039462364549e-18,1.36423400371677e-18,5.23742907106928e-16,1.68265249095265e-16,6.84988461885681e-17,2.45096945364666e-17,3.11771271606668e-14,3.12453702054878e-14,5.60722237671749e-19,4.88561734311972e-19
