q_V165,time,blood.V165,blood.Mecm,blood.Mebm,blood.Mpbm,blood.R1,blood.R2,blood.N1,blood.N2,blood.Mecm_V165,blood.Mebm_V165,blood.Mpbm_V165,blood.R1_V165,blood.R2_V165,blood.N1_V165,blood.N2_V165,blood.R2_V165_N1,blood.R2_V165_N2,blood.R1_N1,blood.R1_N2,blood.Mebm_V165_R1,blood.Mebm_V165_R2,main.V165,main.Mecm,main.Mebm,main.Mpbm,main.R1,main.R2,main.N1,main.N2,main.Mecm_V165,main.Mebm_V165,main.Mpbm_V165,main.R1_V165,main.R2_V165,main.N1_V165,main.N2_V165,main.R2_V165_N1,main.R2_V165_N2,main.R1_N1,main.R1_N2,main.Mebm_V165_R1,main.Mebm_V165_R2,primary.V165,primary.Mecm,primary.Mebm,primary.Mpbm,primary.R1,primary.R2,primary.N1,primary.N2,primary.Mecm_V165,primary.Mebm_V165,primary.Mpbm_V165,primary.R1_V165,primary.R2_V165,primary.N1_V165,primary.N2_V165,primary.R2_V165_N1,primary.R2_V165_N2,primary.R1_N1,primary.R1_N2,primary.Mebm_V165_R1,primary.Mebm_V165_R2
0.027,600,1.99421531490374e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6000703680912e-17,2.14998061493141e-11,1.99997853032027e-12,1.99998196737807e-11,9.92885778494229e-16,4.2457685228186e-13,2.4774495383558e-13,2.47806052341591e-13,1.93850685808578e-16,3.7999651715734e-18,1.80326219356816e-16,5.43184186631288e-19,1.02871382023955e-17,7.85106435494836e-19,2.90099371189278e-19,4.60581259093391e-17,3.74330285483113e-17,2.53195772258858e-14,2.53253747626241e-14,2.79087187153796e-19,1.73906273952317e-17,1.45672195554969e-16,2.14999127467337e-11,1.99999170303362e-12,1.9999918834171e-11,1.4147887586855e-15,4.24998203410631e-13,2.48158356777353e-13,2.48185292333065e-13,8.72532662998251e-17,6.17331235506489e-18,8.11658291161169e-17,3.40913811492506e-19,6.27858148549541e-18,5.25641786105658e-19,1.91434506949857e-19,1.98205123930676e-17,1.58241062522563e-17,2.5111583138718e-14,2.51140708204519e-14,3.0397404882772e-20,2.09325661617844e-18
0.027,660,2.10681208020871e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54398882324682e-17,2.14998124503722e-11,1.99997920327528e-12,1.99998255352301e-11,9.84551999563402e-16,4.40862807320717e-13,2.57224743683156e-13,2.57290709802391e-13,1.87549627674274e-16,3.55051643071496e-18,1.74464769929558e-16,5.1677536793305e-19,9.9638444402135e-18,7.58136654761305e-19,2.80413027646646e-19,4.64558268906421e-17,3.77843271960331e-17,2.63157837871224e-14,2.63221467332914e-14,2.60433172450116e-19,1.69857751375823e-17,1.44590394901841e-16,2.14999132944567e-11,1.99999175302522e-12,1.99999193436808e-11,1.40329733410969e-15,4.4131088431604e-13,2.57651575208466e-13,2.57681202039898e-13,8.67055432634374e-17,6.05537693180185e-18,8.0656319314826e-17,3.3502441113445e-19,6.27748626825718e-18,5.22300928577475e-19,1.90482784297087e-19,2.06266408919359e-17,1.64911525181789e-17,2.61094676379898e-14,2.61122427805591e-14,2.95695154778654e-20,2.16202831934618e-18
0.027,720,2.20474940608574e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49369657955828e-17,2.14998186467001e-11,1.99997987342297e-12,1.99998312992561e-11,9.7789130811594e-16,4.54796736856329e-13,2.65335384097894e-13,2.65405501943231e-13,1.81353299801916e-16,3.34237640869658e-18,1.68700744001783e-16,4.93793361141506e-19,9.66502276898705e-18,7.33782688886615e-19,2.71588273725675e-19,4.65676693460129e-17,3.78953468267093e-17,2.71678832889992e-14,2.71747369348094e-14,2.44387936592588e-19,1.65398127016211e-17,1.43636628114773e-16,2.14999138656589e-11,1.99999180574593e-12,1.99999198750319e-11,1.39411404654167e-15,4.5526536350017e-13,2.6577281944041e-13,2.65804924915311e-13,8.61343410056037e-17,5.951948209556e-18,8.01249683773066e-17,3.3011051406561e-19,6.27212458309751e-18,5.1929368476823e-19,1.89593234938113e-19,2.1298037235256e-17,1.7046934605677e-17,2.69628915053542e-14,2.69659342289408e-14,2.88319642067715e-20,2.21347388282296e-18
0.027,780,2.28979941623391e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44930844134379e-17,2.14998244808071e-11,1.99998050942645e-12,1.99998367263323e-11,9.72504712003187e-16,4.66718814520875e-13,2.72274844055386e-13,2.72348463091439e-13,1.75519192752161e-16,3.1686774758926e-18,1.6327366767643e-16,4.73963161441763e-19,9.39571973122016e-18,7.12181629593062e-19,2.63711860794343e-19,4.65010706571206e-17,3.78555251662667e-17,2.78967695335276e-14,2.79040427942493e-14,2.30688673196833e-19,1.60912074362396e-17,1.4280545513389e-16,2.14999144161384e-11,1.99999185686372e-12,1.99999203871056e-11,1.38668984381265e-15,4.6720259002176e-13,2.72720329593323e-13,2.72754702894621e-13,8.55838616425493e-17,5.86258000063984e-18,7.96128945512092e-17,3.26002849267051e-19,6.26473043114347e-18,5.16635046331138e-19,1.88786904821628e-19,2.18596027963394e-17,1.75119296870719e-17,2.76928288932225e-14,2.76961186186602e-14,2.81902609694052e-20,2.25236600753933e-18
0.027,840,2.36360335961995e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41057944939906e-17,2.14998298165372e-11,1.99998109422114e-12,1.99998416898022e-11,9.68106836193628e-16,4.76919861973224e-13,2.78212401978186e-13,2.78288945544881e-13,1.7018346263289e-16,3.0236586980079e-18,1.58310197798038e-16,4.5696003002459e-19,9.15722052971858e-18,6.93266621570824e-19,2.56783319967543e-19,4.63309912239202e-17,3.77274138933122e-17,2.85202894357398e-14,2.85279170996736e-14,2.19050856074425e-19,1.56630693417152e-17,1.42086624867613e-16,2.14999149238842e-11,1.99999190419109e-12,1.99999208594276e-11,1.38063143383166e-15,4.77414205531618e-13,2.78663717713608e-13,2.78700154815258e-13,8.50761158492208e-17,5.78601476602047e-18,7.91405728829965e-17,3.22563051619739e-19,6.25661399790297e-18,5.1431195342927e-19,1.88069962174489e-19,2.23310949072826e-17,1.79024203198303e-17,2.8317186109777e-14,2.83207023181481e-14,2.7639839678261e-20,2.28215428902569e-18
0.027,900,2.42764447420194e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3770717120845e-17,2.1499834597885e-11,1.9999816202324e-12,1.99998461375666e-11,9.64488228525921e-16,4.8564855182513e-13,2.83292819916019e-13,2.83371786358526e-13,1.65402115706776e-16,2.90250497157307e-18,1.53862433215606e-16,4.4244871319087e-19,8.94861065834306e-18,6.76857793868747e-19,2.50752354644906e-19,4.6108050206451e-17,3.75533615043549e-17,2.90536941474242e-14,2.90616179768522e-14,2.09198176547786e-19,1.52680645432718e-17,1.41468074969066e-16,2.14999153798727e-11,1.99999194680125e-12,1.99999212836024e-11,1.37564977322144e-15,4.86149679037798e-13,2.83748094937887e-13,2.83786401776389e-13,8.46201268386359e-17,5.72073235065282e-18,7.87163970591961e-17,3.19677443925292e-19,6.24852166253257e-18,5.12297751208013e-19,1.87440487543151e-19,2.27282634159378e-17,1.8231405735382e-17,2.88512592762276e-14,2.88549820214624e-14,2.71716878702407e-20,2.30529470960225e-18
0.027,960,2.48324070787814e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34826074928874e-17,2.14998388195778e-11,1.9999820859425e-12,1.99998500647228e-11,9.6149176861267e-16,4.93117548710618e-13,2.87639907742633e-13,2.87720867011823e-13,1.61180422840858e-16,2.80120355028806e-18,1.49935277061262e-16,4.30106237709763e-19,8.76778079196563e-18,6.62720535247849e-19,2.45542974958079e-19,4.58652302222505e-17,3.73610530509834e-17,2.95100205855256e-14,2.95181896294111e-14,2.0087632004558e-19,1.4911977713795e-17,1.40937570887536e-16,2.14999157824315e-11,1.99999198448506e-12,1.99999216580748e-11,1.37152779092664e-15,4.9362240805355e-13,2.88097606919928e-13,2.88137601279437e-13,8.42175686679792e-17,5.66521349403117e-18,7.83419243423048e-17,3.17252469298373e-19,6.24085746322604e-18,5.10560417616911e-19,1.86892466040187e-19,2.30637516852825e-17,1.85093319692291e-17,2.93081199744425e-14,2.93120302151673e-14,2.67754100286508e-20,2.32352614435201e-18
0.027,1020,2.53154920209195e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32360103978248e-17,2.1499842506666e-11,1.99998249349886e-12,1.99998534945725e-11,9.58997381935256e-16,4.99508746986637e-13,2.91359566192842e-13,2.91442153926318e-13,1.57493334544753e-16,2.71641774631779e-18,1.46505427483488e-16,4.19634152091707e-19,8.61206095841783e-18,6.50601759064533e-19,2.41068677854968e-19,4.56230984469556e-17,3.71678336712546e-17,2.99004153162203e-14,2.99087857149861e-14,1.93858324607115e-19,1.45962251665694e-17,1.40483548872785e-16,2.14999161338273e-11,1.99999201742145e-12,1.99999219849544e-11,1.36809944675656e-15,5.00014936217419e-13,2.91818460784828e-13,2.918599732724e-13,8.38661728139162e-17,5.61805615668793e-18,7.80150444780588e-17,3.15211063474922e-19,6.23381954846367e-18,5.09067104029951e-19,1.86418098894849e-19,2.33477899594231e-17,1.87446574358932e-17,2.96989418484899e-14,2.97030216495667e-14,2.64407876141083e-20,2.33808164872207e-18
0.027,1080,2.57357724923374e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30256451751659e-17,2.14998457007418e-11,1.99998284709274e-12,1.99998564658058e-11,9.56911833944958e-16,5.0497773987519e-13,2.94542385261882e-13,2.94626295699636e-13,1.54299258762987e-16,2.64537729644956e-18,1.43534194198124e-16,4.10764110277396e-19,8.47860972036209e-18,6.40251552190079e-19,2.37241660676474e-19,4.53937116456278e-17,3.69839477322168e-17,3.02344101534775e-14,3.02429446427708e-14,1.87945552596827e-19,1.43195845198784e-17,1.40095501062139e-16,2.14999164382497e-11,1.99999204598221e-12,1.9999922268138e-11,1.36523572895709e-15,5.05483415594147e-13,2.95001515955586e-13,2.95044390339478e-13,8.3561750423405e-17,5.57801766834774e-18,7.77318608589781e-17,3.13489686423979e-19,6.2274842183032e-18,5.07786511034106e-19,1.86009108584516e-19,2.3588721976652e-17,1.89442843394428e-17,3.00332780697627e-14,3.00375107110658e-14,2.61584915974262e-20,2.34984172925434e-18
0.027,1140,2.61019634646535e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2846614738097e-17,2.14998484509197e-11,1.99998315189294e-12,1.99998590241108e-11,9.55161734849319e-16,5.09657634484928e-13,2.9726586344102e-13,2.97350842048241e-13,1.51549080800891e-16,2.58578436648473e-18,1.40975889117105e-16,4.03259371043684e-19,8.36464319906239e-18,6.31435283604809e-19,2.33978120498236e-19,4.51834492446558e-17,3.68148921612167e-17,3.05201570321416e-14,3.05288242911365e-14,1.8296642946829e-19,1.40793563624336e-17,1.39764103812506e-16,2.14999167006359e-11,1.99999207061678e-12,1.99999225122183e-11,1.36283504184172e-15,5.10161423187281e-13,2.97724501286393e-13,2.97768594395054e-13,8.32993641496477e-17,5.54402082521533e-18,7.74877806043201e-17,3.12035877314349e-19,6.22185756040948e-18,5.06690010478404e-19,1.85657445280406e-19,2.37934037163182e-17,1.91138862942091e-17,3.03192975377418e-14,3.03236675577363e-14,2.59203373684278e-20,2.35944217351439e-18
0.027,1200,2.64215725259761e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26945028348592e-17,2.14998508081455e-11,1.99998341336841e-12,1.99998612168789e-11,9.53688632490344e-16,5.13662309792095e-13,2.99596303620968e-13,2.99682139949729e-13,1.49191855082579e-16,2.53573378684573e-18,1.38783121007047e-16,3.96913898970718e-19,8.2675609110828e-18,6.23939615728652e-19,2.31201033733982e-19,4.4995017748696e-17,3.66630836966352e-17,3.07646283819947e-14,3.07734023239448e-14,1.78774124587349e-19,1.38721237786749e-17,1.39481207867337e-16,2.14999169260167e-11,1.99999209178862e-12,1.99999227218748e-11,1.36081645188248e-15,5.14163225255e-13,3.00053912189113e-13,3.0009909351396e-13,8.30739833693452e-17,5.51514360352218e-18,7.72781240645036e-17,3.10806244830159e-19,6.21690701499447e-18,5.05752057080601e-19,1.85355641026532e-19,2.3967506370787e-17,1.92581577659838e-17,3.05639862264737e-14,3.05684794206682e-14,2.57193062904321e-20,2.36734857337067e-18
0.027,1260,2.67010480430647e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25654025059576e-17,2.14998528217788e-11,1.9999836368773e-12,1.99998630900261e-11,9.52445497961027e-16,5.17089199948969e-13,3.0159043320225e-13,3.01676954290303e-13,1.47178221759972e-16,2.49364592164729e-18,1.36909973730202e-16,3.91550157442797e-19,8.18500641513955e-18,6.17574725381655e-19,2.28841352820466e-19,4.48288373098408e-17,3.65290138495002e-17,3.09737881940066e-14,3.09826472612656e-14,1.75243822533603e-19,1.36942330545274e-17,1.39239759356702e-16,2.14999171191703e-11,1.99999210994074e-12,1.99999229015524e-11,1.35911484289865e-15,5.17586569415869e-13,3.02046633823939e-13,3.02092784929474e-13,8.28808298650734e-17,5.49060246330625e-18,7.7098446386111e-17,3.09764822369894e-19,6.21258050020021e-18,5.04950211430055e-19,1.85096960179591e-19,2.41157483061204e-17,1.93810053287827e-17,3.07733189801435e-14,3.07779223689623e-14,2.55494587324489e-20,2.37390735944307e-18
0.027,1320,2.69459180061216e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24559040548209e-17,2.14998545376962e-11,1.99998382743472e-12,1.99998646862284e-11,9.51394161339893e-16,5.20021672849378e-13,3.03296788874105e-13,3.03383853324289e-13,1.45462304344065e-16,2.45821053743474e-18,1.35313771482847e-16,3.87016285686159e-19,8.11488788460153e-18,6.12174258966798e-19,2.26838241464143e-19,4.46839800307165e-17,3.64120317312742e-17,3.11527381410528e-14,3.11616646414983e-14,1.72269941216886e-19,1.35420848990382e-17,1.39033691001203e-16,2.14999172844587e-11,1.99999212547949e-12,1.99999230553094e-11,1.35767737551856e-15,5.20515072916163e-13,3.03751329843777e-13,3.03798343659787e-13,8.2715541398041e-17,5.46973415651897e-18,7.69446896725929e-17,3.08881727014301e-19,6.20881783238306e-18,5.04264963042209e-19,1.84875435185816e-19,2.42420744559416e-17,1.94856957368786e-17,3.09524061911592e-14,3.09571079677424e-14,2.54058054828925e-20,2.37938065055774e-18
0.027,1380,2.71609161645728e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23630608702318e-17,2.14998559973808e-11,1.99998398959696e-12,1.99998660440745e-11,9.50503408886853e-16,5.22531063371827e-13,3.04756900505382e-13,3.04844393290417e-13,1.44002619833355e-16,2.42834010594389e-18,1.33955925426372e-16,3.83183086733452e-19,8.05537501772358e-18,6.0759401335102e-19,2.25138754732458e-19,4.45587902034325e-17,3.63108625394547e-17,3.13058424378901e-14,3.13148219423241e-14,1.69763486815278e-19,1.34122995535992e-17,1.38857805321987e-16,2.14999174257689e-11,1.99999213876747e-12,1.99999231867612e-11,1.35646085607361e-15,5.23020265510757e-13,3.05209630516905e-13,3.05257410566527e-13,8.25742308558867e-17,5.45197833089609e-18,7.68132380054722e-17,3.08132068897361e-19,6.20555738442112e-18,5.03679462278666e-19,1.84685840690271e-19,2.43497966359427e-17,1.95749718320866e-17,3.11056190923097e-14,3.11104085578088e-14,2.52841716223257e-20,2.38397010098665e-18
0.027,1440,2.73500942412597e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22843447146343e-17,2.1499857237633e-11,1.99998412741942e-12,1.99998671977974e-11,9.49747549317576e-16,5.24678411838389e-13,3.06006303481344e-13,3.06094131458853e-13,1.42762367631206e-16,2.40313110402333e-18,1.32802202447629e-16,3.79941078550442e-19,8.00488285394738e-18,6.03709974418318e-19,2.23697224846569e-19,4.44512832448369e-17,3.62239419098033e-17,3.14368345638148e-14,3.14458553724511e-14,1.67649639091107e-19,1.33017999319586e-17,1.38707661352277e-16,2.14999175465122e-11,1.99999215012385e-12,1.99999232990796e-11,1.35542975146251e-15,5.25163336935552e-13,3.06457149187915e-13,3.06505608789924e-13,8.24534878084265e-17,5.43686187836982e-18,7.67009188915553e-17,3.07495065158504e-19,6.20273981417606e-18,5.03179222342811e-19,1.84523637124881e-19,2.44417045647364e-17,1.96511443074686e-17,3.12366968182776e-14,3.12415643100739e-14,2.51810688541126e-20,2.38783331979292e-18
