q_V165,time,blood.V165,blood.Mecm,blood.Mebm,blood.Mpbm,blood.R1,blood.R2,blood.N1,blood.N2,blood.Mecm_V165,blood.Mebm_V165,blood.Mpbm_V165,blood.R1_V165,blood.R2_V165,blood.N1_V165,blood.N2_V165,blood.R2_V165_N1,blood.R2_V165_N2,blood.R1_N1,blood.R1_N2,blood.Mebm_V165_R1,blood.Mebm_V165_R2,main.V165,main.Mecm,main.Mebm,main.Mpbm,main.R1,main.R2,main.N1,main.N2,main.Mecm_V165,main.Mebm_V165,main.Mpbm_V165,main.R1_V165,main.R2_V165,main.N1_V165,main.N2_V165,main.R2_V165_N1,main.R2_V165_N2,main.R1_N1,main.R1_N2,main.Mebm_V165_R1,main.Mebm_V165_R2,primary.V165,primary.Mecm,primary.Mebm,primary.Mpbm,primary.R1,primary.R2,primary.N1,primary.N2,primary.Mecm_V165,primary.Mebm_V165,primary.Mpbm_V165,primary.R1_V165,primary.R2_V165,primary.N1_V165,primary.N2_V165,primary.R2_V165_N1,primary.R2_V165_N2,primary.R1_N1,primary.R1_N2,primary.Mebm_V165_R1,primary.Mebm_V165_R2
0.027,600,3.89296827061844e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0569628045411e-17,2.14994692415119e-11,1.9999499911881e-12,1.99995062711739e-11,9.9206205425024e-16,4.10072627906761e-15,2.47866258754823e-13,2.48005809563212e-13,5.30758488069324e-16,4.69046080992272e-17,4.93728826111001e-16,1.83742356425841e-18,4.56510454032144e-19,1.22924001855129e-16,3.94351356817256e-17,2.07650890219956e-17,7.59105420820551e-18,2.53123041162188e-14,2.53245283622762e-14,1.58225279916178e-18,1.52195095717347e-18,1.7194937964461e-16,2.14998987442618e-11,1.99999056704148e-12,1.9999905808616e-11,1.41425529002879e-15,4.22622748011142e-15,2.48251724694632e-13,2.48279830246746e-13,1.01255738055878e-16,9.36122278897753e-18,9.41913842380273e-17,4.02073606908567e-19,9.70605664443408e-20,2.74542650600725e-17,8.80146059132104e-18,3.36710167414124e-18,1.21981632613954e-18,2.51115783714926e-14,2.51141623519804e-14,4.13640969836934e-20,3.03716342123538e-20
0.027,660,4.35189253461632e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24499511220543e-17,2.14994416345303e-11,1.99994738693275e-12,1.99994805902607e-11,9.83726986873716e-16,4.22900351707629e-15,2.57341796593004e-13,2.57502921940662e-13,5.58365469763265e-16,4.92527774040911e-17,5.19409739314665e-16,1.90621232767282e-18,4.83105004393555e-19,1.33879283667388e-16,4.29563871420824e-17,2.35941354489423e-17,8.60205658655656e-18,2.6307107303224e-14,2.63214831490744e-14,1.66736011246054e-18,1.6929296980961e-18,1.71898911553253e-16,2.14998984219868e-11,1.99999053709608e-12,1.99999055088253e-11,1.40272821873989e-15,4.38461150433593e-15,2.57755703058844e-13,2.57786740693079e-13,1.01578013066169e-16,9.38946675326869e-18,9.44911749452752e-17,3.98445042178731e-19,9.91496193656929e-20,2.87380164529762e-17,9.21382203138657e-18,3.69146727199878e-18,1.33347855846484e-18,2.61094466118058e-14,2.6112339936053e-14,4.12217956358055e-20,3.22153793152813e-20
0.027,720,4.80309917593037e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40876332082018e-17,2.14994174592879e-11,1.99994510603059e-12,1.99994581016632e-11,9.77074272728907e-16,4.3327073873901e-15,2.65444386810381e-13,2.6562674644009e-13,5.82540712118483e-16,5.13048521361945e-17,5.41898336854401e-16,1.96669763400957e-18,5.05874434966492e-19,1.43603410551077e-16,4.60828719705105e-17,2.61655510347173e-17,9.52015413092405e-18,2.7157781668289e-14,2.71743133690685e-14,1.74233001466176e-18,1.84678722803217e-18,1.7179938225694e-16,2.1499898266571e-11,1.99999052267565e-12,1.99999053642524e-11,1.39351277594069e-15,4.51947611886055e-15,2.65886917046609e-13,2.65920686116243e-13,1.01733428948014e-16,9.40255632880573e-18,9.46357478586192e-17,3.95378418625742e-19,1.00790132509899e-19,2.97498862394515e-17,9.53895747563504e-18,3.96779170577803e-18,1.43033656647731e-18,2.69628534760503e-14,2.69660379186116e-14,4.10301160126135e-20,3.37379091646168e-20
0.027,780,5.24414141256385e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55123548451146e-17,2.14993963370361e-11,1.99994311296165e-12,1.99994384530569e-11,9.7170274872857e-16,4.41602214022457e-15,2.72372759012151e-13,2.72575752504186e-13,6.03662963964884e-16,5.30954132171579e-17,5.61546943223144e-16,2.01973338875104e-18,5.25249231162379e-19,1.52208821065234e-16,4.88504202408848e-17,2.84717785233797e-17,1.03428811148552e-17,2.78852451610656e-14,2.79039051215816e-14,1.80817787674034e-18,1.98344723815341e-18,1.7167753790083e-16,2.14998982116356e-11,1.99999051760255e-12,1.99999053131498e-11,1.38605959028128e-15,4.63431877038158e-15,2.72843588931329e-13,2.72879885779028e-13,1.01788364342697e-16,9.40658076107484e-18,9.46868505513479e-17,3.92783765849751e-19,1.02078532313858e-19,3.0547372291407e-17,9.79528473421112e-18,4.20125724081903e-18,1.51221750457233e-18,2.76927734937621e-14,2.76962297121651e-14,4.082171858591e-20,3.49949755742173e-20
0.027,840,5.67310638975243e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67508470804803e-17,2.14993779147532e-11,1.99994137455379e-12,1.99994213160495e-11,9.67325169445365e-16,4.48250607818393e-15,2.78296932428155e-13,2.78519759209114e-13,6.22085246898727e-16,5.46560104574921e-17,5.7868395060347e-16,2.06614207192741e-18,5.41659820438952e-19,1.59813145175018e-16,5.12966031750089e-17,3.05200317655616e-17,1.10729616100977e-17,2.8507365112889e-14,2.85280997748307e-14,1.86588146586091e-18,2.10355426846986e-18,1.71549397342716e-16,2.14998982152777e-11,1.99999051797716e-12,1.99999053165378e-11,1.37997507477668e-15,4.73211789483707e-15,2.78795340847832e-13,2.78833963988214e-13,1.01784722196225e-16,9.40537291628076e-18,9.46834625081179e-17,3.90587314213389e-19,1.03092772772905e-19,3.11777618644947e-17,9.99795949277632e-18,4.39763059869634e-18,1.58113621359083e-18,2.83171132959962e-14,2.83208215649932e-14,4.06154707440081e-20,3.60344542324663e-20
0.027,900,6.08853937951832e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7826958674298e-17,2.14993618686515e-11,1.99993986033761e-12,1.99994063894432e-11,9.63730509972005e-16,4.53516331676273e-15,2.83362347594813e-13,2.83604060498596e-13,6.38131348661344e-16,5.60150992949352e-17,5.93610556894277e-16,2.10669290767638e-18,5.55511919813295e-19,1.66529145117705e-16,5.34574898629596e-17,3.23260706136702e-17,1.17161316981832e-17,2.90394092692048e-14,2.90621446762232e-14,1.9163597382671e-18,2.2082033302287e-18,1.71424206349123e-16,2.14998982512781e-11,1.99999052135957e-12,1.99999053500265e-11,1.3749699162352e-15,4.81540850216776e-15,2.83887312502578e-13,2.83928066246414e-13,1.01748721830493e-16,9.40132268749423e-18,9.46499737958092e-17,3.88727339161925e-19,1.03894443106163e-19,3.16786535114624e-17,1.01590384279671e-17,4.56250150542967e-18,1.63903974513017e-18,2.88511692748154e-14,2.88551100064354e-14,4.04215872725932e-20,3.68961785090047e-20
0.027,960,6.48937538799876e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87618082102039e-17,2.14993479054942e-11,1.99993854268919e-12,1.99993934004598e-11,9.60760355187379e-16,4.57651471557419e-15,2.8769340844358e-13,2.87952960187933e-13,6.5209450588532e-16,5.71981127782226e-17,6.06599540358441e-16,2.14209106607341e-18,5.67174282130122e-19,1.72460232510135e-16,5.53661935528654e-17,3.39099827443684e-17,1.22796552686177e-17,2.94944274701336e-14,2.95190743381825e-14,1.960460675945e-18,2.29873732219649e-18,1.71306973725324e-16,2.14998983034397e-11,1.99999052624253e-12,1.9999905398549e-11,1.37082679796566e-15,4.88634762101485e-15,2.88243689740946e-13,2.88286386675934e-13,1.01696560163905e-16,9.39589980363483e-18,9.46014513152616e-17,3.87151776494323e-19,1.0453142679304e-19,3.20792973684506e-17,1.02879056906378e-17,4.70091265368178e-18,1.68768331448395e-18,2.93080132329572e-14,2.93121673406473e-14,4.02449653563181e-20,3.7612695059116e-20
0.027,1020,6.87487820889144e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95739853522591e-17,2.14993357623791e-11,1.99993739682298e-12,1.99993821045387e-11,9.58293585648252e-16,4.60866461801828e-15,2.91396517230679e-13,2.91672799732554e-13,6.64237621027607e-16,5.82276191101605e-17,6.17895461421033e-16,2.17297380729134e-18,5.7697419644812e-19,1.77699054437421e-16,5.70524051664422e-17,3.5293475062145e-17,1.27713655176654e-17,2.98835758417383e-14,2.99100340415159e-14,1.99895581423653e-18,2.37660205928471e-18,1.71200094671568e-16,2.14998983619454e-11,1.99999053171268e-12,1.99999054529729e-11,1.36737945663037e-15,4.94677054012519e-15,2.91970726595359e-13,2.92015189215846e-13,1.01638054383003e-16,9.38998962533652e-18,9.45470273330279e-17,3.858166081808e-19,1.05040568223659e-19,3.2402145903061e-17,1.03917678539016e-17,4.81722836811888e-18,1.72858658220773e-18,2.96988189881805e-14,2.97031681369049e-14,4.00873218066095e-20,3.82103442850262e-20
0.027,1080,7.24458668016773e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.02797757556835e-17,2.14993252055011e-11,1.99993640068437e-12,1.99993722841871e-11,9.56236140163305e-16,4.63336161249424e-15,2.94562673880438e-13,2.94854550716199e-13,6.74794499055681e-16,5.91235288096e-17,6.27715813075051e-16,2.19991093998495e-18,5.85197503908215e-19,1.82327625769555e-16,5.85424259111196e-17,3.64982166658902e-17,1.31990753635773e-17,3.02163927872902e-14,3.02445552038074e-14,2.03253946246159e-18,2.44324732369797e-18,1.71104386028932e-16,2.14998984210167e-11,1.99999053723257e-12,1.99999055079232e-11,1.36449867785402e-15,4.99823889247523e-15,2.95159332652397e-13,2.95205394349448e-13,1.01578983401435e-16,9.384108603202e-18,9.44920775827325e-17,3.84684621411126e-19,1.05450059342037e-19,3.26643116758635e-17,1.04761198680393e-17,4.91513428594941e-18,1.76303411018893e-18,3.00331398422023e-14,3.00376666143536e-14,3.99485444850467e-20,3.87103629868614e-20
0.027,1140,7.59826771631324e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0893392215926e-17,2.14993160282865e-11,1.99993553477979e-12,1.99993637472433e-11,9.5451398895578e-16,4.65205260575684e-15,2.97269701580153e-13,2.97576034137132e-13,6.83971713588504e-16,5.99033260969022e-17,6.36252756826515e-16,2.22340786934255e-18,5.92091036358705e-19,1.86418147180361e-16,5.98594225734021e-17,3.75448800335702e-17,1.35702345965487e-17,3.05010342872616e-14,3.05307900627654e-14,2.06183104759866e-18,2.50006303461155e-18,1.71019742588205e-16,2.14998984774088e-11,1.99999054250024e-12,1.99999055603807e-11,1.36208268189357e-15,5.04208162963213e-15,2.97887287785816e-13,2.97934793354798e-13,1.0152259056998e-16,9.37854230244112e-18,9.4439619134867e-17,3.83724382973606e-19,1.05781435162924e-19,3.28788086891254e-17,1.05451422370857e-17,4.99769960027861e-18,1.79209694590957e-18,3.03191447861121e-14,3.03238327846849e-14,3.98275336496152e-20,3.91298746467909e-20
0.027,1200,7.93587558046766e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14272006876152e-17,2.14993080491839e-11,1.99993478197225e-12,1.99993563248222e-11,9.53068196693322e-16,4.66593017086664e-15,2.99584151905185e-13,2.99903819902449e-13,6.91950816200233e-16,6.05823070912694e-17,6.43675177860682e-16,2.2439100960643e-18,5.97866197658678e-19,1.90034055043431e-16,6.10237593237369e-17,3.84526310271326e-17,1.3891746743976e-17,3.07444746989242e-14,3.07757118929881e-14,2.08737940404946e-18,2.54834122244736e-18,1.70945549495048e-16,2.14998985294538e-11,1.9999905473608e-12,1.99999056087944e-11,1.36005036790298e-15,5.07942986972499e-15,3.00221137652046e-13,3.00269943437476e-13,1.01470545805316e-16,9.37343360470409e-18,9.43912054002957e-17,3.829093649066e-19,1.06051170014635e-19,3.30555506028714e-17,1.06020206553615e-17,5.06746205863819e-18,1.816661897376e-18,3.05638198519909e-14,3.05686537566987e-14,3.97227156523084e-20,3.94827226663316e-20
0.027,1260,8.25751681016811e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18919341763797e-17,2.14993011093141e-11,1.99993412726215e-12,1.99993498691294e-11,9.51851381012311e-16,4.67597351603967e-15,3.01562935298702e-13,3.01894852406366e-13,6.98890686027064e-16,6.11738133362366e-17,6.50130870722852e-16,2.26180841789822e-18,6.027029399137e-19,1.932310825528e-16,6.20533346819744e-17,3.92389002853731e-17,1.41698867253963e-17,3.09526782238285e-14,3.09852859413308e-14,2.10966815777353e-18,2.58925631653889e-18,1.70880938027274e-16,2.14998985764406e-11,1.99999055174841e-12,1.99999056525028e-11,1.35833646748192e-15,5.1112465054463e-15,3.02217815805164e-13,3.02267789575745e-13,1.01423559433192e-16,9.36883886254971e-18,9.4347497147156e-17,3.82217192754061e-19,1.06271916892259e-19,3.32021249202568e-17,1.06491940748926e-17,5.1265146744292e-18,1.83746137637723e-18,3.07731399137674e-14,3.07781055018108e-14,3.96323484554916e-20,3.97801459904998e-20
0.027,1320,8.56342019993545e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22968905778366e-17,2.14992950701187e-11,1.9999335575669e-12,1.99993442512732e-11,9.50825124327428e-16,4.68298361594512e-15,3.03254716272248e-13,3.03597841555118e-13,7.04929881368723e-16,6.16894534767272e-17,6.55748726854628e-16,2.27744434918938e-18,6.06753718306021e-19,1.96058237248703e-16,6.29638927645894e-17,3.99193267803068e-17,1.44102805361553e-17,3.11307453921292e-14,3.11646154386686e-14,2.12912160786063e-18,2.62385797130807e-18,1.70824941174331e-16,2.14998986182286e-11,1.99999055565022e-12,1.99999056913751e-11,1.35688800269116e-15,5.13835135061743e-15,3.03926031764053e-13,3.03977052390847e-13,1.01381771807272e-16,9.36476345531152e-18,9.43086249369973e-17,3.81629000189782e-19,1.06453450595367e-19,3.33243794610024e-17,1.06885427384666e-17,5.17658441697562e-18,1.85510050433421e-18,3.09522153704261e-14,3.09572995108434e-14,3.95546964749544e-20,4.00313153458109e-20
0.027,1380,8.85391126024546e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26501126388958e-17,2.14992898110966e-11,1.99993306150816e-12,1.99993393591597e-11,9.49958050328697e-16,4.68761312554165e-15,3.04701107115993e-13,3.05054452988244e-13,7.10188903402937e-16,6.21393089700654e-17,6.60640840374827e-16,2.29111545311458e-18,6.10147207347519e-19,1.98558663872323e-16,6.37692985018256e-17,4.0507803421063e-17,1.46179218811995e-17,3.12830382421608e-14,3.13180663694253e-14,2.14611070118538e-18,2.65307212387519e-18,1.70776585487499e-16,2.14998986550019e-11,1.99999055908357e-12,1.99999057255826e-11,1.35566165367976e-15,5.16144249788804e-15,3.05387458742007e-13,3.05439415737251e-13,1.01344998767012e-16,9.36118412314932e-18,9.4274417457685e-17,3.81128877712222e-19,1.06603376181971e-19,3.34268600064281e-17,1.07215285724251e-17,5.21909944538272e-18,1.87008030741393e-18,3.11054174429186e-14,3.11106080714439e-14,3.94881245892853e-20,4.02437539709069e-20
0.027,1440,9.12939060543206e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29585496116335e-17,2.14992852276825e-11,1.99993262921212e-12,1.99993350955187e-11,9.49224372636431e-16,4.69039170637107e-15,3.05937689101004e-13,3.06300326418742e-13,7.14772317469492e-16,6.25321218330986e-17,6.64904481366972e-16,2.30308040283377e-18,6.12991677863626e-19,2.00770391247828e-16,6.44817761656792e-17,4.10165801085775e-17,1.47972096936491e-17,3.14132873170751e-14,3.14493741196105e-14,2.16095883747734e-18,2.67770716036582e-18,1.70734942735443e-16,2.14998986871158e-11,1.99999056208179e-12,1.99999057554558e-11,1.35462177243891e-15,5.18111446268569e-15,3.06637749915551e-13,3.06690542877422e-13,1.01312884609516e-16,9.35806283329204e-18,9.42445438228037e-17,3.80703404296123e-19,1.06727657121571e-19,3.35131340079482e-17,1.07492990812611e-17,5.25524465473778e-18,1.88281691562266e-18,3.12364852399252e-14,3.12417713197938e-14,3.94311430763009e-20,4.04236661353701e-20
